driver_id,car_id,timestamp,event_type,trip_id,trip_type,actual_time_min,actual_dist_km,trip_cost,payment_type,cancellation_reason,cash_collected
D8,C25,1/11/2025 12:55,TRIP_START,T8442,Uber Assist,,,,,,
D8,C25,1/11/2025 13:02,TRIP_END,T8442,Uber Assist,7,3.35,8.42,cash,,10.1
D8,C25,1/11/2025 13:14,TRIP_START,T8443,Uber Pet,,,,,,
D8,C25,1/11/2025 13:28,TRIP_END,T8443,Uber Pet,14,8.79,21.25,cash,,25.5
D8,C25,1/11/2025 13:43,TRIP_START,T8444,Uber Assist,,,,,,
D8,C25,1/11/2025 13:54,TRIP_END,T8444,Uber Assist,11,6.78,13.34,card,,
D8,C25,1/11/2025 14:06,TRIP_CANCELLED,T8445,Uber Assist,,,,,by_driver,
D8,C25,1/11/2025 14:16,TRIP_START,T8446,Uber Assist,,,,,,
D8,C25,1/11/2025 14:32,TRIP_END,T8446,Uber Assist,16,4.14,11.17,cash,,13.4
D8,C25,1/11/2025 14:42,TRIP_START,T8447,Uber Assist,,,,,,
D8,C25,1/11/2025 14:55,TRIP_END,T8447,Uber Assist,13,7.5,14.6,cash,,17.52
D8,C25,1/11/2025 15:04,TRIP_START,T8448,Uber X,,,,,,
D8,C25,1/11/2025 15:15,TRIP_END,T8448,Uber X,11,3.8,9.76,cash,,11.71
D8,C25,1/11/2025 15:28,TRIP_START,T8449,Comfort,,,,,,
D8,C25,1/11/2025 15:40,TRIP_END,T8449,Comfort,12,3.44,15.24,cash,,18.29
D8,C25,1/11/2025 15:45,TRIP_START,T8450,Comfort,,,,,,
D8,C25,1/11/2025 15:54,TRIP_END,T8450,Comfort,9,11.36,29.49,cash,,35.39
D8,C25,1/11/2025 16:02,TRIP_START,T8451,Uber Pet,,,,,,
D8,C25,1/11/2025 16:22,TRIP_END,T8451,Uber Pet,20,6.57,19.35,card,,
D8,C25,1/11/2025 16:35,TRIP_START,T8452,Comfort,,,,,,
D8,C25,1/11/2025 16:49,TRIP_END,T8452,Comfort,14,5.41,19.67,cash,,23.6
D8,C25,1/11/2025 17:15,OFFLINE,,,,,,,,
D4,C25,1/11/2025 8:40,ONLINE,,,,,,,,
D4,C25,1/11/2025 8:50,TRIP_START,T8453,Comfort,,,,,,
D4,C25,1/11/2025 8:59,TRIP_END,T8453,Comfort,9,9.51,25.94,card,,
D4,C25,1/11/2025 9:11,TRIP_START,T8454,Uber Assist,,,,,,
D4,C25,1/11/2025 9:28,TRIP_END,T8454,Uber Assist,17,8.72,16.86,cash,,20.23
D4,C25,1/11/2025 9:36,TRIP_CANCELLED,T8455,Uber Pet,,,,,by_rider,
D4,C25,1/11/2025 9:43,TRIP_START,T8456,Uber Assist,,,,,,
D4,C25,1/11/2025 9:48,TRIP_END,T8456,Uber Assist,5,11.94,18.33,cash,,22
D4,C25,1/11/2025 9:56,TRIP_START,T8457,Uber X,,,,,,
D4,C25,1/11/2025 10:10,TRIP_END,T8457,Uber X,14,11.78,19.94,card,,
D4,C25,1/11/2025 10:22,TRIP_CANCELLED,T8458,Comfort,,,,,by_driver,
D4,C25,1/11/2025 10:31,TRIP_CANCELLED,T8459,Uber Pet,,,,,by_driver,
D4,C25,1/11/2025 10:37,TRIP_START,T8460,Uber Assist,,,,,,
D4,C25,1/11/2025 11:08,TRIP_END,T8460,Uber Assist,31,22.21,40.85,card,,
D4,C25,1/11/2025 11:17,TRIP_START,T8461,Uber Pet,,,,,,
D4,C25,1/11/2025 11:24,TRIP_END,T8461,Uber Pet,7,9.34,20.29,cash,,24.35
D4,C25,1/11/2025 11:32,TRIP_START,T8462,Uber X,,,,,,
D4,C25,1/11/2025 11:45,TRIP_END,T8462,Uber X,13,9.3,16.76,card,,
D4,C25,1/11/2025 12:00,TRIP_CANCELLED,T8463,Uber X,,,,,by_driver,
D4,C25,1/11/2025 12:05,TRIP_START,T8464,Uber Pet,,,,,,
D4,C25,1/11/2025 12:16,TRIP_END,T8464,Uber Pet,11,2.92,11.32,card,,
D4,C25,1/11/2025 12:31,TRIP_START,T8465,Uber X,,,,,,
D4,C25,1/11/2025 12:49,TRIP_END,T8465,Uber X,18,2.7,9.84,card,,
D4,C25,1/11/2025 12:55,TRIP_CANCELLED,T8466,Uber X,,,,,by_driver,
D4,C25,1/11/2025 13:00,TRIP_START,T8467,Uber Assist,,,,,,
D4,C25,1/11/2025 13:06,TRIP_END,T8467,Uber Assist,6,6.1,11.52,card,,
D4,C25,1/11/2025 13:14,TRIP_CANCELLED,T8468,Uber X,,,,,by_rider,
D4,C25,1/11/2025 13:25,TRIP_CANCELLED,T8469,Uber X,,,,,by_driver,
D4,C25,1/11/2025 13:33,TRIP_START,T8470,Comfort,,,,,,
D4,C25,1/11/2025 13:50,TRIP_END,T8470,Comfort,17,5.27,20.36,cash,,24.43
D4,C25,1/11/2025 13:55,TRIP_CANCELLED,T8471,Comfort,,,,,by_driver,
D4,C25,1/11/2025 14:02,TRIP_START,T8472,Uber Pet,,,,,,
D4,C25,1/11/2025 14:20,TRIP_END,T8472,Uber Pet,18,3.3,13.73,card,,
D4,C25,1/11/2025 14:35,TRIP_START,T8473,Uber X,,,,,,
D4,C25,1/11/2025 14:53,TRIP_END,T8473,Uber X,18,6.81,14.77,cash,,17.72
D4,C25,1/11/2025 15:08,TRIP_START,T8474,Uber Pet,,,,,,
D4,C25,1/11/2025 15:17,TRIP_END,T8474,Uber Pet,9,6.53,16.43,card,,
D4,C25,1/11/2025 15:28,TRIP_CANCELLED,T8475,Uber X,,,,,by_rider,
D4,C25,1/11/2025 15:34,TRIP_START,T8476,Uber Assist,,,,,,
D4,C25,1/11/2025 15:48,TRIP_END,T8476,Uber Assist,14,6.64,13.77,cash,,16.52
D4,C25,1/11/2025 15:58,TRIP_START,T8477,Comfort,,,,,,
D4,C25,1/11/2025 16:15,TRIP_END,T8477,Comfort,17,2.23,14.52,card,,
D4,C25,1/11/2025 16:20,TRIP_CANCELLED,T8478,Uber Assist,,,,,by_driver,
D4,C25,1/11/2025 16:25,TRIP_CANCELLED,T8479,Uber Pet,,,,,by_driver,
D4,C25,1/11/2025 16:31,TRIP_START,T8480,Comfort,,,,,,
D4,C25,1/11/2025 16:42,TRIP_END,T8480,Comfort,11,11.71,30.8,cash,,36.96
D4,C25,1/11/2025 16:50,TRIP_START,T8481,Uber X,,,,,,
D4,C25,1/11/2025 16:56,TRIP_END,T8481,Uber X,6,11.02,17.42,card,,
D4,C25,1/11/2025 17:40,OFFLINE,,,,,,,,
D8,C1,1/12/2025 8:53,ONLINE,,,,,,,,
D8,C1,1/12/2025 9:03,TRIP_START,T8482,Comfort,,,,,,
D8,C1,1/12/2025 9:09,TRIP_END,T8482,Comfort,6,10.75,27.36,cash,,32.83
D8,C1,1/12/2025 9:21,TRIP_CANCELLED,T8483,Uber Pet,,,,,by_driver,
D8,C1,1/12/2025 9:33,TRIP_CANCELLED,T8484,Uber Assist,,,,,by_rider,
D8,C1,1/12/2025 9:39,TRIP_START,T8485,Comfort,,,,,,
D8,C1,1/12/2025 9:50,TRIP_END,T8485,Comfort,11,2.11,12.37,cash,,14.84
D8,C1,1/12/2025 10:05,TRIP_CANCELLED,T8486,Uber X,,,,,by_rider,
D8,C1,1/12/2025 10:16,TRIP_START,T8487,Uber Assist,,,,,,
D8,C1,1/12/2025 10:43,TRIP_END,T8487,Uber Assist,27,23.91,42.09,card,,
D8,C1,1/12/2025 10:57,TRIP_START,T8488,Uber Assist,,,,,,
D8,C1,1/12/2025 11:09,TRIP_END,T8488,Uber Assist,12,5.17,11.6,cash,,13.92
D8,C1,1/12/2025 11:21,TRIP_START,T8489,Comfort,,,,,,
D8,C1,1/12/2025 11:41,TRIP_END,T8489,Comfort,20,10.28,30.94,cash,,37.13
D8,C1,1/12/2025 11:50,TRIP_START,T8490,Uber Pet,,,,,,
D8,C1,1/12/2025 12:22,TRIP_END,T8490,Uber Pet,32,12.77,38.64,card,,
D8,C1,1/12/2025 12:34,TRIP_START,T8491,Uber Assist,,,,,,
D8,C1,1/12/2025 12:48,TRIP_END,T8491,Uber Assist,14,6.07,13.08,cash,,15.7
D8,C1,1/12/2025 12:54,TRIP_START,T8492,Uber X,,,,,,
D8,C1,1/12/2025 13:27,TRIP_END,T8492,Uber X,33,23.22,42.46,card,,
D8,C1,1/12/2025 13:36,TRIP_START,T8493,Comfort,,,,,,
D8,C1,1/12/2025 13:57,TRIP_END,T8493,Comfort,21,13.83,46.07,card,,
D8,C1,1/12/2025 14:05,TRIP_CANCELLED,T8494,Uber Pet,,,,,by_rider,
D8,C1,1/12/2025 14:20,TRIP_START,T8495,Comfort,,,,,,
D8,C1,1/12/2025 14:39,TRIP_END,T8495,Comfort,19,8.01,26.26,card,,
D8,C1,1/12/2025 14:48,TRIP_CANCELLED,T8496,Uber Assist,,,,,by_rider,
D8,C1,1/12/2025 15:01,TRIP_START,T8497,Uber X,,,,,,
D8,C1,1/12/2025 15:19,TRIP_END,T8497,Uber X,18,5.87,13.64,card,,
D8,C1,1/12/2025 15:29,TRIP_CANCELLED,T8498,Comfort,,,,,by_rider,
D8,C1,1/12/2025 15:36,TRIP_START,T8499,Uber Pet,,,,,,
D8,C1,1/12/2025 15:43,TRIP_END,T8499,Uber Pet,7,4.97,13.47,cash,,16.16
D8,C1,1/12/2025 15:48,TRIP_CANCELLED,T8500,Uber Pet,,,,,by_driver,
D8,C1,1/12/2025 15:53,TRIP_START,T8501,Uber Assist,,,,,,
D8,C1,1/12/2025 16:22,TRIP_END,T8501,Uber Assist,29,16.44,33.53,card,,
D8,C1,1/12/2025 16:28,TRIP_START,T8502,Comfort,,,,,,
D8,C1,1/12/2025 16:53,TRIP_END,T8502,Comfort,25,23.16,65.27,card,,
D8,C1,1/12/2025 17:00,TRIP_CANCELLED,T8503,Comfort,,,,,by_rider,
D8,C1,1/12/2025 17:12,TRIP_CANCELLED,T8504,Uber Assist,,,,,by_driver,
D8,C1,1/12/2025 17:20,TRIP_START,T8505,Comfort,,,,,,
D8,C1,1/12/2025 17:34,TRIP_END,T8505,Comfort,14,2.18,13.47,card,,
D8,C1,1/12/2025 17:53,OFFLINE,,,,,,,,
D41,C2,1/12/2025 8:32,ONLINE,,,,,,,,
D41,C2,1/12/2025 8:42,TRIP_START,T8506,Uber Pet,,,,,,
D41,C2,1/12/2025 8:55,TRIP_END,T8506,Uber Pet,13,9.09,21.46,cash,,25.75
D41,C2,1/12/2025 9:09,TRIP_START,T8507,Uber Pet,,,,,,
D41,C2,1/12/2025 9:28,TRIP_END,T8507,Uber Pet,19,8.04,21.38,cash,,25.66
D41,C2,1/12/2025 9:33,TRIP_START,T8508,Uber Assist,,,,,,
D41,C2,1/12/2025 9:42,TRIP_END,T8508,Uber Assist,9,4.55,10.26,cash,,12.31
D41,C2,1/12/2025 9:52,TRIP_CANCELLED,T8509,Uber Assist,,,,,by_rider,
D41,C2,1/12/2025 9:58,TRIP_CANCELLED,T8510,Uber Assist,,,,,by_rider,
D41,C2,1/12/2025 10:10,TRIP_START,T8511,Comfort,,,,,,
D41,C2,1/12/2025 10:43,TRIP_END,T8511,Comfort,33,14.7,51.58,cash,,61.9
D41,C2,1/12/2025 10:58,TRIP_START,T8512,Uber X,,,,,,
D41,C2,1/12/2025 11:58,TRIP_END,T8512,Uber X,60,28.07,60.68,card,,
D41,C2,1/12/2025 12:11,TRIP_START,T8513,Uber X,,,,,,
D41,C2,1/12/2025 12:44,TRIP_END,T8513,Uber X,33,18.7,37.04,cash,,44.45
D41,C2,1/12/2025 12:57,TRIP_START,T8514,Uber Assist,,,,,,
D41,C2,1/12/2025 13:12,TRIP_END,T8514,Uber Assist,15,4.97,11.96,card,,
D41,C2,1/12/2025 13:27,TRIP_START,T8515,Uber Assist,,,,,,
D41,C2,1/12/2025 13:58,TRIP_END,T8515,Uber Assist,31,21.4,39.88,card,,
D41,C2,1/12/2025 14:04,TRIP_CANCELLED,T8516,Uber Pet,,,,,by_rider,
D41,C2,1/12/2025 14:18,TRIP_CANCELLED,T8517,Uber Assist,,,,,by_rider,
D41,C2,1/12/2025 14:28,TRIP_START,T8518,Comfort,,,,,,
D41,C2,1/12/2025 14:46,TRIP_END,T8518,Comfort,18,2.26,14.9,cash,,17.88
D41,C2,1/12/2025 14:59,TRIP_CANCELLED,T8519,Comfort,,,,,by_rider,
D41,C2,1/12/2025 15:32,OFFLINE,,,,,,,,
D19,C3,1/12/2025 8:27,ONLINE,,,,,,,,
D19,C3,1/12/2025 8:37,TRIP_START,T8520,Comfort,,,,,,
D19,C3,1/12/2025 8:53,TRIP_END,T8520,Comfort,16,5.7,20.86,card,,
D19,C3,1/12/2025 9:08,TRIP_START,T8521,Comfort,,,,,,
D19,C3,1/12/2025 9:14,TRIP_END,T8521,Comfort,6,6.16,18.55,cash,,22.26
D19,C3,1/12/2025 9:29,TRIP_START,T8522,Uber Pet,,,,,,
D19,C3,1/12/2025 10:34,TRIP_END,T8522,Uber Pet,65,46.6,109.1,card,,
D19,C3,1/12/2025 10:45,TRIP_CANCELLED,T8523,Uber Pet,,,,,by_rider,
D19,C3,1/12/2025 10:56,TRIP_START,T8524,Uber Pet,,,,,,
D19,C3,1/12/2025 11:23,TRIP_END,T8524,Uber Pet,27,17.41,44.58,card,,
D19,C3,1/12/2025 11:29,TRIP_CANCELLED,T8525,Uber Assist,,,,,by_driver,
D19,C3,1/12/2025 11:35,TRIP_START,T8526,Comfort,,,,,,
D19,C3,1/12/2025 11:52,TRIP_END,T8526,Comfort,17,3.98,17.88,card,,
D19,C3,1/12/2025 11:58,TRIP_START,T8527,Uber Assist,,,,,,
D19,C3,1/12/2025 12:04,TRIP_END,T8527,Uber Assist,6,2.31,6.97,card,,
D19,C3,1/12/2025 12:12,TRIP_START,T8528,Uber Pet,,,,,,
D19,C3,1/12/2025 12:18,TRIP_END,T8528,Uber Pet,6,2.2,8.89,cash,,10.67
D19,C3,1/12/2025 12:24,TRIP_START,T8529,Comfort,,,,,,
D19,C3,1/12/2025 12:30,TRIP_END,T8529,Comfort,6,11,27.84,card,,
D19,C3,1/12/2025 12:40,TRIP_CANCELLED,T8530,Comfort,,,,,by_rider,
D19,C3,1/12/2025 12:54,TRIP_START,T8531,Uber Pet,,,,,,
D19,C3,1/12/2025 13:00,TRIP_END,T8531,Uber Pet,6,8.52,18.75,cash,,22.5
D19,C3,1/12/2025 13:07,TRIP_START,T8532,Uber Pet,,,,,,
D19,C3,1/12/2025 13:20,TRIP_END,T8532,Uber Pet,13,10.8,24.13,card,,
D19,C3,1/12/2025 13:27,TRIP_START,T8533,Comfort,,,,,,
D19,C3,1/12/2025 13:38,TRIP_END,T8533,Comfort,11,3.74,15.5,card,,
D19,C3,1/12/2025 13:46,TRIP_START,T8534,Uber Pet,,,,,,
D19,C3,1/12/2025 13:55,TRIP_END,T8534,Uber Pet,9,5.31,14.52,card,,
D19,C3,1/12/2025 14:27,OFFLINE,,,,,,,,
D16,C4,1/12/2025 8:26,ONLINE,,,,,,,,
D16,C4,1/12/2025 8:36,TRIP_CANCELLED,T8535,Uber Pet,,,,,by_rider,
D16,C4,1/12/2025 8:50,TRIP_START,T8536,Uber Assist,,,,,,
D16,C4,1/12/2025 9:03,TRIP_END,T8536,Uber Assist,13,10.22,17.86,cash,,21.43
D16,C4,1/12/2025 9:18,TRIP_CANCELLED,T8537,Comfort,,,,,by_driver,
D16,C4,1/12/2025 9:30,TRIP_CANCELLED,T8538,Uber Assist,,,,,by_driver,
D16,C4,1/12/2025 9:42,TRIP_START,T8539,Uber Pet,,,,,,
D16,C4,1/12/2025 9:57,TRIP_END,T8539,Uber Pet,15,4.06,14.13,cash,,16.96
D16,C4,1/12/2025 10:05,TRIP_START,T8540,Uber Assist,,,,,,
D16,C4,1/12/2025 10:21,TRIP_END,T8540,Uber Assist,16,8.78,16.74,cash,,20.09
D16,C4,1/12/2025 10:26,TRIP_START,T8541,Comfort,,,,,,
D16,C4,1/12/2025 10:33,TRIP_END,T8541,Comfort,7,7.07,20.61,card,,
D16,C4,1/12/2025 10:44,TRIP_START,T8542,Uber Assist,,,,,,
D16,C4,1/12/2025 11:10,TRIP_END,T8542,Uber Assist,26,15.88,32.26,cash,,38.71
D16,C4,1/12/2025 11:15,TRIP_CANCELLED,T8543,Uber X,,,,,by_rider,
D16,C4,1/12/2025 11:21,TRIP_START,T8544,Uber X,,,,,,
D16,C4,1/12/2025 11:41,TRIP_END,T8544,Uber X,20,7.56,16.07,cash,,19.28
D16,C4,1/12/2025 11:53,TRIP_CANCELLED,T8545,Uber Pet,,,,,by_rider,
D16,C4,1/12/2025 12:01,TRIP_CANCELLED,T8546,Uber Pet,,,,,by_driver,
D16,C4,1/12/2025 12:06,TRIP_CANCELLED,T8547,Uber Pet,,,,,by_rider,
D16,C4,1/12/2025 12:20,TRIP_START,T8548,Uber Assist,,,,,,
D16,C4,1/12/2025 12:39,TRIP_END,T8548,Uber Assist,19,3.35,10.82,card,,
D16,C4,1/12/2025 12:53,TRIP_START,T8549,Uber Assist,,,,,,
D16,C4,1/12/2025 12:58,TRIP_END,T8549,Uber Assist,5,2.16,6.59,cash,,7.91
D16,C4,1/12/2025 13:04,TRIP_START,T8550,Uber X,,,,,,
D16,C4,1/12/2025 13:14,TRIP_END,T8550,Uber X,10,7.69,14.23,card,,
D16,C4,1/12/2025 13:28,TRIP_START,T8551,Uber X,,,,,,
D16,C4,1/12/2025 13:46,TRIP_END,T8551,Uber X,18,6.68,14.62,cash,,17.54
D16,C4,1/12/2025 13:56,TRIP_START,T8552,Uber Assist,,,,,,
D16,C4,1/12/2025 14:03,TRIP_END,T8552,Uber Assist,7,9.59,15.91,card,,
D16,C4,1/12/2025 14:08,TRIP_START,T8553,Uber X,,,,,,
D16,C4,1/12/2025 14:17,TRIP_END,T8553,Uber X,9,9.85,16.62,cash,,19.94
D16,C4,1/12/2025 14:24,TRIP_START,T8554,Uber Pet,,,,,,
D16,C4,1/12/2025 14:38,TRIP_END,T8554,Uber Pet,14,9.36,22.14,card,,
D16,C4,1/12/2025 14:46,TRIP_START,T8555,Comfort,,,,,,
D16,C4,1/12/2025 15:13,TRIP_END,T8555,Comfort,27,21.48,62.68,card,,
D16,C4,1/12/2025 15:26,OFFLINE,,,,,,,,
D37,C4,1/12/2025 8:42,ONLINE,,,,,,,,
D37,C4,1/12/2025 8:52,TRIP_START,T8556,Comfort,,,,,,
D37,C4,1/12/2025 9:09,TRIP_END,T8556,Comfort,17,2.01,14.1,card,,
D37,C4,1/12/2025 9:24,TRIP_START,T8557,Uber Assist,,,,,,
D37,C4,1/12/2025 9:39,TRIP_END,T8557,Uber Assist,15,10.71,18.85,card,,
D37,C4,1/12/2025 9:44,TRIP_START,T8558,Comfort,,,,,,
D37,C4,1/12/2025 10:00,TRIP_END,T8558,Comfort,16,3.53,16.7,card,,
D37,C4,1/12/2025 10:11,TRIP_START,T8559,Uber Assist,,,,,,
D37,C4,1/12/2025 10:18,TRIP_END,T8559,Uber Assist,7,7.11,12.93,card,,
D37,C4,1/12/2025 10:25,TRIP_START,T8560,Uber Assist,,,,,,
D37,C4,1/12/2025 10:33,TRIP_END,T8560,Uber Assist,8,4.66,10.19,cash,,12.23
D37,C4,1/12/2025 10:45,TRIP_START,T8561,Uber X,,,,,,
D37,C4,1/12/2025 11:05,TRIP_END,T8561,Uber X,20,15.26,30.31,cash,,36.37
D37,C4,1/12/2025 11:17,TRIP_CANCELLED,T8562,Uber Assist,,,,,by_driver,
D37,C4,1/12/2025 11:32,TRIP_CANCELLED,T8563,Uber Pet,,,,,by_rider,
D37,C4,1/12/2025 11:44,TRIP_CANCELLED,T8564,Comfort,,,,,by_rider,
D37,C4,1/12/2025 11:50,TRIP_CANCELLED,T8565,Uber Assist,,,,,by_driver,
D37,C4,1/12/2025 12:04,TRIP_CANCELLED,T8566,Uber Pet,,,,,by_driver,
D37,C4,1/12/2025 12:09,TRIP_CANCELLED,T8567,Uber X,,,,,by_rider,
D37,C4,1/12/2025 12:19,TRIP_START,T8568,Uber Assist,,,,,,
D37,C4,1/12/2025 12:30,TRIP_END,T8568,Uber Assist,11,9.21,16.25,card,,
D37,C4,1/12/2025 12:44,TRIP_CANCELLED,T8569,Uber X,,,,,by_driver,
D37,C4,1/12/2025 12:59,TRIP_START,T8570,Uber Pet,,,,,,
D37,C4,1/12/2025 13:15,TRIP_END,T8570,Uber Pet,16,6.12,17.61,card,,
D37,C4,1/12/2025 13:28,TRIP_CANCELLED,T8571,Comfort,,,,,by_driver,
D37,C4,1/12/2025 13:43,TRIP_CANCELLED,T8572,Uber X,,,,,by_rider,
D37,C4,1/12/2025 13:53,TRIP_START,T8573,Uber Assist,,,,,,
D37,C4,1/12/2025 14:10,TRIP_END,T8573,Uber Assist,17,4.62,11.94,card,,
D37,C4,1/12/2025 14:42,OFFLINE,,,,,,,,
D5,C5,1/12/2025 8:34,ONLINE,,,,,,,,
D5,C5,1/12/2025 8:44,TRIP_CANCELLED,T8574,Uber Assist,,,,,by_driver,
D5,C5,1/12/2025 8:59,TRIP_START,T8575,Comfort,,,,,,
D5,C5,1/12/2025 9:12,TRIP_END,T8575,Comfort,13,3.65,15.97,cash,,19.16
D5,C5,1/12/2025 9:17,TRIP_CANCELLED,T8576,Uber Assist,,,,,by_rider,
D5,C5,1/12/2025 9:30,TRIP_CANCELLED,T8577,Comfort,,,,,by_rider,
D5,C5,1/12/2025 9:37,TRIP_START,T8578,Comfort,,,,,,
D5,C5,1/12/2025 9:51,TRIP_END,T8578,Comfort,14,6.33,21.43,cash,,25.72
D5,C5,1/12/2025 10:02,TRIP_START,T8579,Comfort,,,,,,
D5,C5,1/12/2025 10:22,TRIP_END,T8579,Comfort,20,8.57,27.65,card,,
D5,C5,1/12/2025 10:32,TRIP_START,T8580,Uber Pet,,,,,,
D5,C5,1/12/2025 11:07,TRIP_END,T8580,Uber Pet,35,11.98,38.19,cash,,45.83
D5,C5,1/12/2025 11:21,TRIP_CANCELLED,T8581,Uber Pet,,,,,by_rider,
D5,C5,1/12/2025 11:30,TRIP_START,T8582,Comfort,,,,,,
D5,C5,1/12/2025 11:49,TRIP_END,T8582,Comfort,19,4.24,19.02,cash,,22.82
D5,C5,1/12/2025 12:02,TRIP_CANCELLED,T8583,Premium,,,,,by_driver,
D5,C5,1/12/2025 12:14,TRIP_START,T8584,Uber X,,,,,,
D5,C5,1/12/2025 12:21,TRIP_END,T8584,Uber X,7,8.84,15.01,card,,
D5,C5,1/12/2025 12:34,TRIP_START,T8585,Uber X,,,,,,
D5,C5,1/12/2025 12:40,TRIP_END,T8585,Uber X,6,2.23,6.88,card,,
D5,C5,1/12/2025 12:51,TRIP_START,T8586,Comfort,,,,,,
D5,C5,1/12/2025 13:12,TRIP_END,T8586,Comfort,21,23.36,64.37,card,,
D5,C5,1/12/2025 13:22,TRIP_START,T8587,Uber Assist,,,,,,
D5,C5,1/12/2025 13:39,TRIP_END,T8587,Uber Assist,17,7.63,15.56,card,,
D5,C5,1/12/2025 13:52,TRIP_START,T8588,Uber Pet,,,,,,
D5,C5,1/12/2025 14:00,TRIP_END,T8588,Uber Pet,8,4.85,13.55,cash,,16.26
D5,C5,1/12/2025 14:34,OFFLINE,,,,,,,,
D34,C5,1/12/2025 8:24,ONLINE,,,,,,,,
D34,C5,1/12/2025 8:34,TRIP_START,T8589,Comfort,,,,,,
D34,C5,1/12/2025 8:41,TRIP_END,T8589,Comfort,7,3.8,14.34,card,,
D34,C5,1/12/2025 8:46,TRIP_CANCELLED,T8590,Uber Assist,,,,,by_driver,
D34,C5,1/12/2025 8:52,TRIP_CANCELLED,T8591,Uber Assist,,,,,by_driver,
D34,C5,1/12/2025 8:58,TRIP_CANCELLED,T8592,Comfort,,,,,by_driver,
D34,C5,1/12/2025 9:13,TRIP_CANCELLED,T8593,Uber X,,,,,by_driver,
D34,C5,1/12/2025 9:27,TRIP_CANCELLED,T8594,Uber Assist,,,,,by_driver,
D34,C5,1/12/2025 9:42,TRIP_CANCELLED,T8595,Uber X,,,,,by_rider,
D34,C5,1/12/2025 9:48,TRIP_START,T8596,Uber Pet,,,,,,
D34,C5,1/12/2025 10:08,TRIP_END,T8596,Uber Pet,20,8.95,23.06,card,,
D34,C5,1/12/2025 10:20,TRIP_START,T8597,Uber X,,,,,,
D34,C5,1/12/2025 10:38,TRIP_END,T8597,Uber X,18,3.99,11.39,cash,,13.67
D34,C5,1/12/2025 10:50,TRIP_START,T8598,Uber X,,,,,,
D34,C5,1/12/2025 11:08,TRIP_END,T8598,Uber X,18,9.68,18.22,card,,
D34,C5,1/12/2025 11:19,TRIP_CANCELLED,T8599,Premium,,,,,by_rider,
D34,C5,1/12/2025 11:33,TRIP_START,T8600,Uber X,,,,,,
D34,C5,1/12/2025 11:47,TRIP_END,T8600,Uber X,14,2.47,8.76,card,,
D34,C5,1/12/2025 12:02,TRIP_START,T8601,Premium,,,,,,
D34,C5,1/12/2025 12:26,TRIP_END,T8601,Premium,24,24.24,79.59,cash,,95.51
D34,C5,1/12/2025 12:40,TRIP_CANCELLED,T8602,Uber X,,,,,by_driver,
D34,C5,1/12/2025 12:49,TRIP_START,T8603,Comfort,,,,,,
D34,C5,1/12/2025 13:01,TRIP_END,T8603,Comfort,12,11.21,30.16,cash,,36.19
D34,C5,1/12/2025 13:07,TRIP_START,T8604,Premium,,,,,,
D34,C5,1/12/2025 13:19,TRIP_END,T8604,Premium,12,8.77,30.26,cash,,36.31
D34,C5,1/12/2025 13:25,TRIP_START,T8605,Uber Assist,,,,,,
D34,C5,1/12/2025 13:32,TRIP_END,T8605,Uber Assist,7,10.12,16.54,card,,
D34,C5,1/12/2025 13:41,TRIP_START,T8606,Premium,,,,,,
D34,C5,1/12/2025 14:11,TRIP_END,T8606,Premium,30,21.04,74.57,cash,,89.48
D34,C5,1/12/2025 14:19,TRIP_CANCELLED,T8607,Premium,,,,,by_rider,
D34,C5,1/12/2025 14:33,TRIP_START,T8608,Uber Pet,,,,,,
D34,C5,1/12/2025 14:57,TRIP_END,T8608,Uber Pet,24,24.67,55.13,card,,
D34,C5,1/12/2025 15:06,TRIP_CANCELLED,T8609,Uber Pet,,,,,by_driver,
D34,C5,1/12/2025 15:19,TRIP_CANCELLED,T8610,Comfort,,,,,by_driver,
D34,C5,1/12/2025 15:26,TRIP_START,T8611,Uber X,,,,,,
D34,C5,1/12/2025 15:44,TRIP_END,T8611,Uber X,18,2.11,9.13,card,,
D34,C5,1/12/2025 15:56,TRIP_START,T8612,Uber Assist,,,,,,
D34,C5,1/12/2025 16:05,TRIP_END,T8612,Uber Assist,9,4.32,9.98,card,,
D34,C5,1/12/2025 16:20,TRIP_START,T8613,Comfort,,,,,,
D34,C5,1/12/2025 16:29,TRIP_END,T8613,Comfort,9,5.12,17.51,card,,
D34,C5,1/12/2025 16:41,TRIP_CANCELLED,T8614,Comfort,,,,,by_rider,
D34,C5,1/12/2025 16:47,TRIP_CANCELLED,T8615,Uber Pet,,,,,by_rider,
D34,C5,1/12/2025 17:24,OFFLINE,,,,,,,,
D41,C6,1/12/2025 8:24,ONLINE,,,,,,,,
D41,C6,1/12/2025 8:34,TRIP_START,T8616,Uber Assist,,,,,,
D41,C6,1/12/2025 8:39,TRIP_END,T8616,Uber Assist,5,2.95,7.54,card,,
D41,C6,1/12/2025 8:44,TRIP_CANCELLED,T8617,Uber Pet,,,,,by_driver,
D41,C6,1/12/2025 8:59,TRIP_START,T8618,Comfort,,,,,,
D41,C6,1/12/2025 9:27,TRIP_END,T8618,Comfort,28,12.94,46.6,cash,,55.92
D41,C6,1/12/2025 9:33,TRIP_START,T8619,Uber Assist,,,,,,
D41,C6,1/12/2025 9:53,TRIP_END,T8619,Uber Assist,20,3.23,10.88,card,,
