driver_id,car_id,shift_start,shift_end
D3,C13,2025-01-12 08:20:00,2025-01-12 16:20:00
D35,C14,2025-01-12 08:16:00,2025-01-12 14:16:00
D31,C14,2025-01-12 08:48:00,2025-01-12 15:48:00
D23,C15,2025-01-12 08:03:00,2025-01-12 16:03:00
D50,C15,2025-01-12 08:17:00,2025-01-12 14:17:00
D28,C16,2025-01-12 08:47:00,2025-01-12 17:47:00
D26,C16,2025-01-12 08:57:00,2025-01-12 17:57:00
D12,C17,2025-01-12 08:44:00,2025-01-12 17:44:00
D32,C17,2025-01-12 08:23:00,2025-01-12 16:23:00
D47,C18,2025-01-12 08:27:00,2025-01-12 14:27:00
D39,C19,2025-01-12 08:34:00,2025-01-12 16:34:00
D12,C19,2025-01-12 08:20:00,2025-01-12 14:20:00
D21,C20,2025-01-12 08:42:00,2025-01-12 16:42:00
D29,C21,2025-01-12 08:45:00,2025-01-12 17:45:00
D39,C21,2025-01-12 08:10:00,2025-01-12 17:10:00
D29,C22,2025-01-12 08:46:00,2025-01-12 16:46:00
D3,C22,2025-01-12 08:39:00,2025-01-12 17:39:00
D41,C23,2025-01-12 08:04:00,2025-01-12 17:04:00
D4,C23,2025-01-12 08:23:00,2025-01-12 15:23:00
D10,C24,2025-01-12 08:54:00,2025-01-12 17:54:00
D9,C25,2025-01-12 08:04:00,2025-01-12 15:04:00
D24,C1,2025-01-13 09:00:00,2025-01-13 15:00:00
D25,C1,2025-01-13 08:38:00,2025-01-13 15:38:00
D24,C2,2025-01-13 08:48:00,2025-01-13 14:48:00
D29,C2,2025-01-13 08:36:00,2025-01-13 15:36:00
D26,C3,2025-01-13 08:41:00,2025-01-13 16:41:00
D21,C3,2025-01-13 08:15:00,2025-01-13 14:15:00
D48,C4,2025-01-13 08:11:00,2025-01-13 17:11:00
D36,C5,2025-01-13 08:16:00,2025-01-13 16:16:00
D8,C5,2025-01-13 08:45:00,2025-01-13 17:45:00
D40,C6,2025-01-13 08:18:00,2025-01-13 17:18:00
D8,C7,2025-01-13 08:08:00,2025-01-13 14:08:00
D12,C8,2025-01-13 08:28:00,2025-01-13 14:28:00
D46,C8,2025-01-13 08:51:00,2025-01-13 16:51:00
D46,C9,2025-01-13 08:35:00,2025-01-13 16:35:00
D5,C9,2025-01-13 08:57:00,2025-01-13 16:57:00
D46,C10,2025-01-13 08:45:00,2025-01-13 15:45:00
D33,C11,2025-01-13 08:07:00,2025-01-13 15:07:00
D15,C11,2025-01-13 08:50:00,2025-01-13 15:50:00
D32,C12,2025-01-13 08:01:00,2025-01-13 16:01:00
D30,C13,2025-01-13 08:08:00,2025-01-13 14:08:00
D36,C13,2025-01-13 08:04:00,2025-01-13 16:04:00
D46,C14,2025-01-13 08:30:00,2025-01-13 17:30:00
D47,C14,2025-01-13 08:49:00,2025-01-13 17:49:00
D9,C15,2025-01-13 08:20:00,2025-01-13 14:20:00
D30,C16,2025-01-13 08:33:00,2025-01-13 16:33:00
D44,C16,2025-01-13 08:08:00,2025-01-13 15:08:00
D28,C17,2025-01-13 08:32:00,2025-01-13 14:32:00
D34,C18,2025-01-13 08:09:00,2025-01-13 16:09:00
D11,C19,2025-01-13 08:20:00,2025-01-13 15:20:00
D34,C20,2025-01-13 08:54:00,2025-01-13 14:54:00
D19,C20,2025-01-13 08:16:00,2025-01-13 15:16:00
D9,C21,2025-01-13 08:19:00,2025-01-13 14:19:00
D41,C21,2025-01-13 08:32:00,2025-01-13 15:32:00
D11,C22,2025-01-13 08:42:00,2025-01-13 16:42:00
D2,C23,2025-01-13 08:05:00,2025-01-13 14:05:00
D42,C24,2025-01-13 08:49:00,2025-01-13 17:49:00
D14,C24,2025-01-13 08:39:00,2025-01-13 14:39:00
D41,C25,2025-01-13 08:18:00,2025-01-13 16:18:00
D35,C25,2025-01-13 08:30:00,2025-01-13 15:30:00
D20,C1,2025-01-14 08:04:00,2025-01-14 14:04:00
D30,C1,2025-01-14 08:10:00,2025-01-14 17:10:00
D31,C2,2025-01-14 08:13:00,2025-01-14 16:13:00
D30,C2,2025-01-14 08:38:00,2025-01-14 15:38:00
D46,C3,2025-01-14 08:46:00,2025-01-14 16:46:00
D21,C3,2025-01-14 08:25:00,2025-01-14 15:25:00
D33,C4,2025-01-14 08:06:00,2025-01-14 16:06:00
D36,C4,2025-01-14 08:15:00,2025-01-14 17:15:00
D18,C5,2025-01-14 08:28:00,2025-01-14 15:28:00
D7,C6,2025-01-14 08:03:00,2025-01-14 16:03:00
D40,C7,2025-01-14 08:15:00,2025-01-14 15:15:00
D27,C7,2025-01-14 08:52:00,2025-01-14 16:52:00
D13,C8,2025-01-14 08:10:00,2025-01-14 17:10:00
D49,C8,2025-01-14 08:32:00,2025-01-14 17:32:00
D20,C9,2025-01-14 08:01:00,2025-01-14 14:01:00
D32,C9,2025-01-14 09:00:00,2025-01-14 18:00:00
D16,C10,2025-01-14 08:37:00,2025-01-14 16:37:00
D14,C10,2025-01-14 08:03:00,2025-01-14 14:03:00
D32,C11,2025-01-14 08:56:00,2025-01-14 17:56:00
D39,C11,2025-01-14 08:18:00,2025-01-14 14:18:00
D28,C12,2025-01-14 08:08:00,2025-01-14 16:08:00
D49,C13,2025-01-14 08:23:00,2025-01-14 14:23:00
D26,C13,2025-01-14 08:25:00,2025-01-14 14:25:00
D24,C14,2025-01-14 08:35:00,2025-01-14 16:35:00
D25,C15,2025-01-14 08:32:00,2025-01-14 17:32:00
D40,C16,2025-01-14 08:39:00,2025-01-14 14:39:00
D44,C16,2025-01-14 08:08:00,2025-01-14 14:08:00
D24,C17,2025-01-14 08:35:00,2025-01-14 16:35:00
D22,C17,2025-01-14 08:48:00,2025-01-14 15:48:00
D39,C18,2025-01-14 08:32:00,2025-01-14 17:32:00
D3,C19,2025-01-14 08:02:00,2025-01-14 15:02:00
D31,C20,2025-01-14 08:29:00,2025-01-14 15:29:00
D34,C20,2025-01-14 08:38:00,2025-01-14 15:38:00
D40,C21,2025-01-14 08:10:00,2025-01-14 17:10:00
D21,C21,2025-01-14 08:39:00,2025-01-14 16:39:00
D33,C22,2025-01-14 08:31:00,2025-01-14 16:31:00
D35,C22,2025-01-14 08:30:00,2025-01-14 14:30:00
D22,C23,2025-01-14 08:07:00,2025-01-14 17:07:00
D44,C23,2025-01-14 08:37:00,2025-01-14 16:37:00
D39,C24,2025-01-14 08:30:00,2025-01-14 16:30:00
D47,C25,2025-01-14 08:03:00,2025-01-14 17:03:00
D34,C1,2025-01-15 08:40:00,2025-01-15 17:40:00
D44,C2,2025-01-15 08:15:00,2025-01-15 14:15:00
D13,C3,2025-01-15 08:01:00,2025-01-15 17:01:00
D27,C4,2025-01-15 08:26:00,2025-01-15 15:26:00
D10,C4,2025-01-15 08:26:00,2025-01-15 17:26:00
D46,C5,2025-01-15 08:08:00,2025-01-15 15:08:00
D43,C6,2025-01-15 08:33:00,2025-01-15 17:33:00
D31,C6,2025-01-15 08:20:00,2025-01-15 15:20:00
D35,C7,2025-01-15 08:34:00,2025-01-15 16:34:00
D22,C7,2025-01-15 08:43:00,2025-01-15 16:43:00
D13,C8,2025-01-15 08:17:00,2025-01-15 16:17:00
D16,C8,2025-01-15 08:14:00,2025-01-15 16:14:00
D46,C9,2025-01-15 08:44:00,2025-01-15 17:44:00
D14,C9,2025-01-15 08:20:00,2025-01-15 17:20:00
D36,C10,2025-01-15 08:17:00,2025-01-15 16:17:00
D47,C10,2025-01-15 08:07:00,2025-01-15 17:07:00
D23,C11,2025-01-15 08:51:00,2025-01-15 15:51:00
D50,C11,2025-01-15 08:18:00,2025-01-15 14:18:00
D46,C12,2025-01-15 08:22:00,2025-01-15 17:22:00
D6,C12,2025-01-15 08:41:00,2025-01-15 16:41:00
D14,C13,2025-01-15 08:52:00,2025-01-15 16:52:00
D13,C13,2025-01-15 08:59:00,2025-01-15 16:59:00
D7,C14,2025-01-15 08:39:00,2025-01-15 15:39:00
D4,C15,2025-01-15 08:42:00,2025-01-15 15:42:00
D4,C16,2025-01-15 08:06:00,2025-01-15 17:06:00
D46,C17,2025-01-15 08:06:00,2025-01-15 15:06:00
D31,C17,2025-01-15 08:00:00,2025-01-15 15:00:00
D42,C18,2025-01-15 08:30:00,2025-01-15 15:30:00
D31,C18,2025-01-15 08:48:00,2025-01-15 16:48:00
D19,C19,2025-01-15 08:03:00,2025-01-15 14:03:00
D42,C19,2025-01-15 08:41:00,2025-01-15 15:41:00
D12,C20,2025-01-15 08:26:00,2025-01-15 15:26:00
D26,C21,2025-01-15 08:50:00,2025-01-15 17:50:00
D48,C22,2025-01-15 08:55:00,2025-01-15 16:55:00
D1,C23,2025-01-15 08:19:00,2025-01-15 14:19:00
D19,C24,2025-01-15 08:41:00,2025-01-15 17:41:00
D30,C24,2025-01-15 08:56:00,2025-01-15 15:56:00
D18,C25,2025-01-15 08:51:00,2025-01-15 14:51:00
D13,C25,2025-01-15 08:21:00,2025-01-15 15:21:00
D42,C1,2025-01-16 08:45:00,2025-01-16 15:45:00
D17,C1,2025-01-16 08:00:00,2025-01-16 16:00:00
D37,C2,2025-01-16 08:48:00,2025-01-16 15:48:00
D44,C2,2025-01-16 08:11:00,2025-01-16 17:11:00
D33,C3,2025-01-16 08:05:00,2025-01-16 17:05:00
D21,C3,2025-01-16 08:42:00,2025-01-16 14:42:00
D9,C4,2025-01-16 08:30:00,2025-01-16 16:30:00
D1,C5,2025-01-16 08:16:00,2025-01-16 17:16:00
D29,C6,2025-01-16 08:48:00,2025-01-16 16:48:00
D20,C7,2025-01-16 08:46:00,2025-01-16 14:46:00
D38,C7,2025-01-16 08:16:00,2025-01-16 16:16:00
D4,C8,2025-01-16 08:42:00,2025-01-16 14:42:00
D20,C9,2025-01-16 08:25:00,2025-01-16 16:25:00
D11,C9,2025-01-16 08:44:00,2025-01-16 14:44:00
D24,C10,2025-01-16 08:14:00,2025-01-16 15:14:00
D40,C10,2025-01-16 08:08:00,2025-01-16 17:08:00
D30,C11,2025-01-16 08:47:00,2025-01-16 16:47:00
D45,C12,2025-01-16 08:58:00,2025-01-16 17:58:00
D36,C12,2025-01-16 08:48:00,2025-01-16 15:48:00
D44,C13,2025-01-16 08:48:00,2025-01-16 14:48:00
D34,C14,2025-01-16 08:23:00,2025-01-16 14:23:00
D46,C14,2025-01-16 08:58:00,2025-01-16 14:58:00
D36,C15,2025-01-16 08:57:00,2025-01-16 15:57:00
D11,C16,2025-01-16 08:20:00,2025-01-16 17:20:00
D44,C17,2025-01-16 08:13:00,2025-01-16 17:13:00
D33,C18,2025-01-16 08:28:00,2025-01-16 14:28:00
D9,C19,2025-01-16 08:26:00,2025-01-16 17:26:00
D33,C19,2025-01-16 08:36:00,2025-01-16 14:36:00
D44,C20,2025-01-16 08:46:00,2025-01-16 14:46:00
D20,C20,2025-01-16 08:25:00,2025-01-16 16:25:00
D48,C21,2025-01-16 08:13:00,2025-01-16 14:13:00
D28,C22,2025-01-16 08:22:00,2025-01-16 14:22:00
D5,C23,2025-01-16 08:59:00,2025-01-16 17:59:00
D19,C24,2025-01-16 08:26:00,2025-01-16 15:26:00
D50,C25,2025-01-16 08:41:00,2025-01-16 17:41:00
D25,C1,2025-01-17 08:55:00,2025-01-17 17:55:00
D29,C1,2025-01-17 08:24:00,2025-01-17 14:24:00
D42,C2,2025-01-17 08:55:00,2025-01-17 16:55:00
D12,C3,2025-01-17 08:34:00,2025-01-17 17:34:00
D47,C4,2025-01-17 08:14:00,2025-01-17 14:14:00
D20,C5,2025-01-17 08:29:00,2025-01-17 17:29:00
D15,C6,2025-01-17 08:29:00,2025-01-17 16:29:00
D16,C6,2025-01-17 08:09:00,2025-01-17 16:09:00
D47,C7,2025-01-17 08:48:00,2025-01-17 14:48:00
D43,C8,2025-01-17 08:26:00,2025-01-17 14:26:00
D14,C9,2025-01-17 08:04:00,2025-01-17 14:04:00
D29,C10,2025-01-17 08:38:00,2025-01-17 14:38:00
D48,C11,2025-01-17 08:02:00,2025-01-17 17:02:00
D15,C12,2025-01-17 08:13:00,2025-01-17 14:13:00
D35,C12,2025-01-17 08:08:00,2025-01-17 16:08:00
D47,C13,2025-01-17 08:36:00,2025-01-17 16:36:00
D16,C14,2025-01-17 08:56:00,2025-01-17 15:56:00
D20,C14,2025-01-17 08:42:00,2025-01-17 15:42:00
D20,C15,2025-01-17 08:03:00,2025-01-17 15:03:00
D18,C15,2025-01-17 08:40:00,2025-01-17 17:40:00
D4,C16,2025-01-17 09:00:00,2025-01-17 18:00:00
D23,C16,2025-01-17 08:50:00,2025-01-17 16:50:00
D27,C17,2025-01-17 08:19:00,2025-01-17 17:19:00
D10,C17,2025-01-17 08:11:00,2025-01-17 17:11:00
D15,C18,2025-01-17 08:19:00,2025-01-17 15:19:00
D4,C19,2025-01-17 08:26:00,2025-01-17 17:26:00
D36,C19,2025-01-17 08:35:00,2025-01-17 15:35:00
D16,C20,2025-01-17 08:13:00,2025-01-17 16:13:00
D17,C20,2025-01-17 08:41:00,2025-01-17 14:41:00
D24,C21,2025-01-17 08:34:00,2025-01-17 15:34:00
D6,C21,2025-01-17 08:03:00,2025-01-17 16:03:00
D44,C22,2025-01-17 08:38:00,2025-01-17 14:38:00
D39,C22,2025-01-17 08:55:00,2025-01-17 14:55:00
D49,C23,2025-01-17 08:37:00,2025-01-17 15:37:00
D14,C24,2025-01-17 08:19:00,2025-01-17 14:19:00
D22,C24,2025-01-17 08:13:00,2025-01-17 15:13:00
D48,C25,2025-01-17 08:48:00,2025-01-17 17:48:00
D45,C1,2025-01-18 08:38:00,2025-01-18 15:38:00
D16,C2,2025-01-18 08:20:00,2025-01-18 16:20:00
D36,C2,2025-01-18 08:24:00,2025-01-18 17:24:00
D20,C3,2025-01-18 08:23:00,2025-01-18 17:23:00
D17,C3,2025-01-18 08:29:00,2025-01-18 14:29:00
D49,C4,2025-01-18 08:58:00,2025-01-18 15:58:00
D21,C4,2025-01-18 08:23:00,2025-01-18 16:23:00
D3,C5,2025-01-18 08:55:00,2025-01-18 15:55:00
D37,C5,2025-01-18 08:47:00,2025-01-18 15:47:00
D17,C6,2025-01-18 08:35:00,2025-01-18 17:35:00
D10,C7,2025-01-18 08:21:00,2025-01-18 15:21:00
D13,C7,2025-01-18 08:24:00,2025-01-18 15:24:00
D36,C8,2025-01-18 09:00:00,2025-01-18 17:00:00
D42,C8,2025-01-18 08:16:00,2025-01-18 17:16:00
D30,C9,2025-01-18 08:46:00,2025-01-18 16:46:00
D11,C9,2025-01-18 08:10:00,2025-01-18 15:10:00
D12,C10,2025-01-18 08:41:00,2025-01-18 14:41:00
D35,C10,2025-01-18 08:33:00,2025-01-18 14:33:00
D43,C11,2025-01-18 08:03:00,2025-01-18 14:03:00
D9,C12,2025-01-18 08:14:00,2025-01-18 14:14:00
D41,C12,2025-01-18 08:45:00,2025-01-18 15:45:00
D14,C13,2025-01-18 08:32:00,2025-01-18 17:32:00
D4,C14,2025-01-18 08:40:00,2025-01-18 17:40:00
D40,C14,2025-01-18 08:42:00,2025-01-18 17:42:00
D1,C15,2025-01-18 08:34:00,2025-01-18 17:34:00
D2,C16,2025-01-18 08:33:00,2025-01-18 16:33:00
D2,C17,2025-01-18 08:52:00,2025-01-18 17:52:00
D33,C17,2025-01-18 08:51:00,2025-01-18 15:51:00
D7,C18,2025-01-18 08:33:00,2025-01-18 15:33:00
D13,C19,2025-01-18 08:39:00,2025-01-18 16:39:00
D18,C20,2025-01-18 08:05:00,2025-01-18 16:05:00
D26,C20,2025-01-18 08:25:00,2025-01-18 17:25:00
D45,C21,2025-01-18 08:14:00,2025-01-18 16:14:00
D42,C22,2025-01-18 08:54:00,2025-01-18 14:54:00
D26,C23,2025-01-18 08:24:00,2025-01-18 17:24:00
D4,C24,2025-01-18 08:00:00,2025-01-18 15:00:00
D41,C24,2025-01-18 08:05:00,2025-01-18 17:05:00
D42,C25,2025-01-18 08:36:00,2025-01-18 14:36:00
D22,C25,2025-01-18 08:57:00,2025-01-18 14:57:00
D14,C1,2025-01-19 08:57:00,2025-01-19 17:57:00
D3,C2,2025-01-19 08:43:00,2025-01-19 16:43:00
D5,C2,2025-01-19 08:57:00,2025-01-19 14:57:00
D21,C3,2025-01-19 08:01:00,2025-01-19 15:01:00
D49,C4,2025-01-19 08:52:00,2025-01-19 17:52:00
D20,C5,2025-01-19 08:10:00,2025-01-19 15:10:00
D44,C6,2025-01-19 08:21:00,2025-01-19 17:21:00
D35,C6,2025-01-19 08:48:00,2025-01-19 15:48:00
D33,C7,2025-01-19 08:47:00,2025-01-19 16:47:00
D7,C8,2025-01-19 08:27:00,2025-01-19 15:27:00
D22,C9,2025-01-19 08:38:00,2025-01-19 17:38:00
D2,C10,2025-01-19 08:17:00,2025-01-19 17:17:00
D41,C10,2025-01-19 08:31:00,2025-01-19 15:31:00
D36,C11,2025-01-19 08:27:00,2025-01-19 15:27:00
D25,C11,2025-01-19 08:43:00,2025-01-19 17:43:00
D50,C12,2025-01-19 08:39:00,2025-01-19 16:39:00
D46,C13,2025-01-19 08:04:00,2025-01-19 14:04:00
D10,C14,2025-01-19 08:45:00,2025-01-19 15:45:00
D25,C14,2025-01-19 08:47:00,2025-01-19 17:47:00
D24,C15,2025-01-19 08:05:00,2025-01-19 14:05:00
D7,C15,2025-01-19 09:00:00,2025-01-19 17:00:00
D24,C16,2025-01-19 08:17:00,2025-01-19 14:17:00
D49,C16,2025-01-19 08:08:00,2025-01-19 14:08:00
D28,C17,2025-01-19 08:28:00,2025-01-19 17:28:00
D2,C18,2025-01-19 08:05:00,2025-01-19 16:05:00
D39,C19,2025-01-19 08:38:00,2025-01-19 16:38:00
D1,C20,2025-01-19 08:26:00,2025-01-19 17:26:00
D19,C20,2025-01-19 08:49:00,2025-01-19 14:49:00
D37,C21,2025-01-19 08:33:00,2025-01-19 15:33:00
D11,C22,2025-01-19 08:17:00,2025-01-19 16:17:00
D9,C22,2025-01-19 08:17:00,2025-01-19 17:17:00
D5,C23,2025-01-19 08:10:00,2025-01-19 17:10:00
D27,C24,2025-01-19 08:30:00,2025-01-19 14:30:00
D20,C24,2025-01-19 08:23:00,2025-01-19 16:23:00
D47,C25,2025-01-19 08:40:00,2025-01-19 17:40:00
D30,C1,2025-01-20 08:06:00,2025-01-20 15:06:00
D1,C2,2025-01-20 08:21:00,2025-01-20 17:21:00
D26,C2,2025-01-20 08:51:00,2025-01-20 16:51:00
D22,C3,2025-01-20 08:52:00,2025-01-20 15:52:00
D28,C3,2025-01-20 08:19:00,2025-01-20 16:19:00
D31,C4,2025-01-20 08:20:00,2025-01-20 15:20:00
D21,C5,2025-01-20 08:47:00,2025-01-20 17:47:00
D19,C5,2025-01-20 08:36:00,2025-01-20 15:36:00
D25,C6,2025-01-20 08:52:00,2025-01-20 17:52:00
D18,C6,2025-01-20 08:23:00,2025-01-20 14:23:00
D38,C7,2025-01-20 08:34:00,2025-01-20 15:34:00
D47,C8,2025-01-20 08:29:00,2025-01-20 15:29:00
D19,C9,2025-01-20 08:04:00,2025-01-20 17:04:00
D45,C9,2025-01-20 08:43:00,2025-01-20 17:43:00
D41,C10,2025-01-20 08:19:00,2025-01-20 15:19:00
D43,C11,2025-01-20 08:45:00,2025-01-20 17:45:00
D10,C11,2025-01-20 08:50:00,2025-01-20 17:50:00
D29,C12,2025-01-20 08:38:00,2025-01-20 17:38:00
D35,C13,2025-01-20 08:59:00,2025-01-20 17:59:00
D33,C13,2025-01-20 08:34:00,2025-01-20 14:34:00
D45,C14,2025-01-20 08:38:00,2025-01-20 14:38:00
D35,C14,2025-01-20 08:06:00,2025-01-20 15:06:00
D11,C15,2025-01-20 08:39:00,2025-01-20 14:39:00
D42,C15,2025-01-20 08:36:00,2025-01-20 17:36:00
D28,C16,2025-01-20 08:00:00,2025-01-20 14:00:00
D7,C16,2025-01-20 08:16:00,2025-01-20 15:16:00
D29,C17,2025-01-20 08:23:00,2025-01-20 17:23:00
D50,C18,2025-01-20 08:37:00,2025-01-20 15:37:00
D44,C18,2025-01-20 08:22:00,2025-01-20 14:22:00
D7,C19,2025-01-20 08:26:00,2025-01-20 14:26:00
D19,C19,2025-01-20 08:07:00,2025-01-20 15:07:00
D20,C20,2025-01-20 08:29:00,2025-01-20 15:29:00
D22,C20,2025-01-20 08:33:00,2025-01-20 17:33:00
D31,C21,2025-01-20 08:28:00,2025-01-20 17:28:00
D7,C21,2025-01-20 08:20:00,2025-01-20 14:20:00
D3,C22,2025-01-20 08:07:00,2025-01-20 14:07:00
D46,C22,2025-01-20 08:54:00,2025-01-20 16:54:00
D44,C23,2025-01-20 08:51:00,2025-01-20 15:51:00
D34,C24,2025-01-20 08:11:00,2025-01-20 15:11:00
D36,C25,2025-01-20 08:29:00,2025-01-20 15:29:00
D28,C25,2025-01-20 08:51:00,2025-01-20 17:51:00
D12,C1,2025-01-21 08:40:00,2025-01-21 17:40:00
D2,C2,2025-01-21 08:39:00,2025-01-21 15:39:00
D48,C2,2025-01-21 08:28:00,2025-01-21 17:28:00
D1,C3,2025-01-21 08:13:00,2025-01-21 15:13:00
D46,C3,2025-01-21 08:17:00,2025-01-21 14:17:00
D35,C4,2025-01-21 08:11:00,2025-01-21 16:11:00
D13,C5,2025-01-21 08:07:00,2025-01-21 16:07:00
D30,C5,2025-01-21 08:42:00,2025-01-21 17:42:00
D39,C6,2025-01-21 08:39:00,2025-01-21 17:39:00
D25,C6,2025-01-21 08:37:00,2025-01-21 14:37:00
D23,C7,2025-01-21 08:39:00,2025-01-21 15:39:00
D30,C7,2025-01-21 08:52:00,2025-01-21 16:52:00
D44,C8,2025-01-21 08:08:00,2025-01-21 16:08:00
D16,C9,2025-01-21 08:19:00,2025-01-21 14:19:00
D24,C10,2025-01-21 08:44:00,2025-01-21 15:44:00
D27,C11,2025-01-21 08:08:00,2025-01-21 17:08:00
D39,C11,2025-01-21 08:27:00,2025-01-21 15:27:00
D41,C12,2025-01-21 08:44:00,2025-01-21 15:44:00
D35,C12,2025-01-21 08:35:00,2025-01-21 15:35:00
D19,C13,2025-01-21 08:11:00,2025-01-21 16:11:00
D9,C13,2025-01-21 08:53:00,2025-01-21 17:53:00
D23,C14,2025-01-21 09:00:00,2025-01-21 15:00:00
D9,C15,2025-01-21 08:52:00,2025-01-21 17:52:00
D13,C15,2025-01-21 08:35:00,2025-01-21 17:35:00
D44,C16,2025-01-21 08:26:00,2025-01-21 17:26:00
D32,C16,2025-01-21 08:31:00,2025-01-21 15:31:00
D37,C17,2025-01-21 08:01:00,2025-01-21 15:01:00
D3,C18,2025-01-21 08:14:00,2025-01-21 16:14:00
D18,C18,2025-01-21 08:10:00,2025-01-21 17:10:00
D36,C19,2025-01-21 08:07:00,2025-01-21 14:07:00
D33,C19,2025-01-21 08:17:00,2025-01-21 16:17:00
D49,C20,2025-01-21 08:46:00,2025-01-21 17:46:00
D28,C21,2025-01-21 08:06:00,2025-01-21 15:06:00
D3,C22,2025-01-21 08:16:00,2025-01-21 16:16:00
D29,C22,2025-01-21 08:55:00,2025-01-21 14:55:00
D8,C23,2025-01-21 08:51:00,2025-01-21 15:51:00
D50,C23,2025-01-21 08:13:00,2025-01-21 16:13:00
D11,C24,2025-01-21 08:08:00,2025-01-21 15:08:00
D40,C24,2025-01-21 08:52:00,2025-01-21 15:52:00
D37,C25,2025-01-21 08:22:00,2025-01-21 16:22:00
D21,C1,2025-01-22 08:45:00,2025-01-22 16:45:00
D37,C2,2025-01-22 09:00:00,2025-01-22 15:00:00
D18,C2,2025-01-22 08:08:00,2025-01-22 17:08:00
D18,C3,2025-01-22 08:55:00,2025-01-22 15:55:00
D16,C4,2025-01-22 08:09:00,2025-01-22 16:09:00
D49,C5,2025-01-22 08:53:00,2025-01-22 17:53:00
D10,C6,2025-01-22 08:40:00,2025-01-22 16:40:00
D37,C6,2025-01-22 08:40:00,2025-01-22 17:40:00
D29,C7,2025-01-22 08:40:00,2025-01-22 14:40:00
D5,C7,2025-01-22 08:25:00,2025-01-22 16:25:00
D30,C8,2025-01-22 08:20:00,2025-01-22 14:20:00
D32,C8,2025-01-22 08:55:00,2025-01-22 14:55:00
D41,C9,2025-01-22 08:44:00,2025-01-22 16:44:00
D43,C9,2025-01-22 08:54:00,2025-01-22 14:54:00
D14,C10,2025-01-22 08:52:00,2025-01-22 15:52:00
D28,C10,2025-01-22 08:31:00,2025-01-22 16:31:00
D19,C11,2025-01-22 08:35:00,2025-01-22 15:35:00
D22,C11,2025-01-22 08:36:00,2025-01-22 17:36:00
D44,C12,2025-01-22 08:03:00,2025-01-22 14:03:00
D49,C12,2025-01-22 08:06:00,2025-01-22 17:06:00
D8,C13,2025-01-22 08:59:00,2025-01-22 15:59:00
D30,C14,2025-01-22 08:27:00,2025-01-22 15:27:00
D1,C14,2025-01-22 08:44:00,2025-01-22 15:44:00
D11,C15,2025-01-22 08:05:00,2025-01-22 16:05:00
D18,C15,2025-01-22 08:16:00,2025-01-22 14:16:00
D43,C16,2025-01-22 08:10:00,2025-01-22 14:10:00
D42,C16,2025-01-22 08:25:00,2025-01-22 16:25:00
D28,C17,2025-01-22 08:41:00,2025-01-22 14:41:00
D1,C18,2025-01-22 08:13:00,2025-01-22 17:13:00
D9,C19,2025-01-22 08:37:00,2025-01-22 15:37:00
D1,C20,2025-01-22 08:21:00,2025-01-22 14:21:00
D45,C20,2025-01-22 08:55:00,2025-01-22 17:55:00
D31,C21,2025-01-22 08:04:00,2025-01-22 15:04:00
D6,C22,2025-01-22 08:51:00,2025-01-22 14:51:00
D47,C22,2025-01-22 08:06:00,2025-01-22 16:06:00
D20,C23,2025-01-22 08:24:00,2025-01-22 15:24:00
D9,C23,2025-01-22 08:41:00,2025-01-22 15:41:00
D34,C24,2025-01-22 08:36:00,2025-01-22 14:36:00
D29,C25,2025-01-22 08:22:00,2025-01-22 15:22:00
D27,C1,2025-01-23 08:39:00,2025-01-23 17:39:00
D6,C2,2025-01-23 08:57:00,2025-01-23 14:57:00
D49,C3,2025-01-23 08:07:00,2025-01-23 17:07:00
D28,C4,2025-01-23 08:50:00,2025-01-23 15:50:00
D21,C4,2025-01-23 08:15:00,2025-01-23 16:15:00
D16,C5,2025-01-23 08:35:00,2025-01-23 16:35:00
D43,C6,2025-01-23 08:56:00,2025-01-23 16:56:00
D34,C7,2025-01-23 08:38:00,2025-01-23 15:38:00
D19,C8,2025-01-23 08:03:00,2025-01-23 15:03:00
D42,C8,2025-01-23 08:31:00,2025-01-23 17:31:00
D16,C9,2025-01-23 08:31:00,2025-01-23 14:31:00
D24,C10,2025-01-23 08:59:00,2025-01-23 16:59:00
D25,C11,2025-01-23 08:55:00,2025-01-23 17:55:00
D35,C12,2025-01-23 08:11:00,2025-01-23 17:11:00
D44,C12,2025-01-23 08:49:00,2025-01-23 14:49:00
D38,C13,2025-01-23 08:04:00,2025-01-23 14:04:00
D14,C14,2025-01-23 08:59:00,2025-01-23 14:59:00
D3,C14,2025-01-23 09:00:00,2025-01-23 18:00:00
D41,C15,2025-01-23 08:32:00,2025-01-23 17:32:00
D46,C15,2025-01-23 08:27:00,2025-01-23 17:27:00
D41,C16,2025-01-23 08:34:00,2025-01-23 15:34:00
D6,C17,2025-01-23 08:05:00,2025-01-23 15:05:00
D20,C17,2025-01-23 08:51:00,2025-01-23 15:51:00
D26,C18,2025-01-23 08:40:00,2025-01-23 14:40:00
D38,C18,2025-01-23 08:19:00,2025-01-23 17:19:00
D4,C19,2025-01-23 08:15:00,2025-01-23 14:15:00
D8,C20,2025-01-23 08:39:00,2025-01-23 14:39:00
D30,C20,2025-01-23 08:19:00,2025-01-23 15:19:00
D1,C21,2025-01-23 08:45:00,2025-01-23 15:45:00
D11,C22,2025-01-23 08:31:00,2025-01-23 16:31:00
