date,driver_id,car_id,seconds_above_15kmh,g_events,seatbelt_alarm_seconds,end_odometer_km
1/16/2025,D44,C20,10811,4,40,16093
1/16/2025,D20,C20,12820,5,40,16143
1/16/2025,D48,C21,8455,4,0,19905
1/16/2025,D28,C22,7972,0,40,16289
1/16/2025,D5,C23,14367,1,60,15258
1/16/2025,D19,C24,7026,5,40,14465
1/16/2025,D50,C25,10364,4,0,18969
1/17/2025,D25,C1,9371,4,60,13119
1/17/2025,D29,C1,11748,1,0,18898
1/17/2025,D42,C2,6518,0,0,16285
1/17/2025,D12,C3,14742,1,0,19885
1/17/2025,D47,C4,9573,1,60,12293
1/17/2025,D20,C5,14740,0,60,18492
1/17/2025,D15,C6,8518,3,60,19002
1/17/2025,D16,C6,10503,0,60,20434
1/17/2025,D47,C7,7942,4,40,11881
1/17/2025,D43,C8,6231,3,0,15407
1/17/2025,D14,C9,10048,5,0,17745
1/17/2025,D29,C10,6984,2,0,12124
1/17/2025,D48,C11,14889,2,0,18841
1/17/2025,D15,C12,13876,4,0,21959
1/17/2025,D35,C12,8283,5,0,14243
1/17/2025,D47,C13,9691,4,60,12705
1/17/2025,D16,C14,14219,0,0,21080
1/17/2025,D20,C14,7985,4,0,16523
1/17/2025,D20,C15,14057,4,0,19078
1/17/2025,D18,C15,12656,2,0,19639
1/17/2025,D4,C16,9057,5,60,17496
1/17/2025,D23,C16,10903,3,60,19938
1/17/2025,D27,C17,14273,2,0,12785
1/17/2025,D10,C17,14963,4,40,20364
1/17/2025,D15,C18,7579,0,60,16809
1/17/2025,D4,C19,13751,2,0,18647
1/17/2025,D36,C19,10106,2,0,11899
1/17/2025,D16,C20,14247,1,0,10995
1/17/2025,D17,C20,11513,3,0,17628
1/17/2025,D24,C21,13759,5,0,11503
1/17/2025,D6,C21,7866,5,0,20899
1/17/2025,D44,C22,14743,3,0,17820
1/17/2025,D39,C22,6800,0,40,17382
1/17/2025,D49,C23,8475,4,0,20516
1/17/2025,D14,C24,12928,3,0,13954
1/17/2025,D22,C24,13444,2,40,13100
1/17/2025,D48,C25,7464,0,60,15056
1/18/2025,D45,C1,12086,3,60,20373
1/18/2025,D16,C2,11693,3,40,17628
1/18/2025,D36,C2,11185,0,40,20434
1/18/2025,D20,C3,10749,3,0,14829
1/18/2025,D17,C3,11249,4,0,13791
1/18/2025,D49,C4,9715,3,0,17302
1/18/2025,D21,C4,6374,5,0,15014
1/18/2025,D3,C5,8634,5,0,20148
1/18/2025,D37,C5,6187,0,0,13638
1/18/2025,D17,C6,6049,4,0,18960
1/18/2025,D10,C7,14567,4,0,18150
1/18/2025,D13,C7,9393,2,0,15116
1/18/2025,D36,C8,12458,0,0,15198
1/18/2025,D42,C8,7969,0,60,16454
1/18/2025,D30,C9,11184,5,40,15135
1/18/2025,D11,C9,14272,2,0,19996
1/18/2025,D12,C10,13710,1,0,19697
1/18/2025,D35,C10,8131,2,60,14013
1/18/2025,D43,C11,11225,1,40,15003
1/18/2025,D9,C12,14685,0,0,17085
1/18/2025,D41,C12,7056,3,0,16133
1/18/2025,D14,C13,9441,5,0,13493
1/18/2025,D4,C14,12488,5,0,20536
1/18/2025,D40,C14,13853,2,40,14594
1/18/2025,D1,C15,12248,1,60,20761
1/18/2025,D2,C16,14389,2,60,12731
1/18/2025,D2,C17,11924,5,60,18053
1/18/2025,D33,C17,6948,5,0,17434
1/18/2025,D7,C18,9577,1,60,12447
1/18/2025,D13,C19,12332,1,0,19152
1/18/2025,D18,C20,10897,4,0,19355
1/18/2025,D26,C20,7375,2,60,14443
1/18/2025,D45,C21,13054,1,0,14335
1/18/2025,D42,C22,13131,5,0,12932
1/18/2025,D26,C23,12742,3,60,19822
1/18/2025,D4,C24,11466,0,60,14219
1/18/2025,D41,C24,9256,4,60,14282
1/18/2025,D42,C25,14718,3,60,15877
1/18/2025,D22,C25,12748,2,0,13190
1/19/2025,D14,C1,13273,5,60,18241
1/19/2025,D3,C2,13709,0,60,14084
1/19/2025,D5,C2,12108,3,0,13276
1/19/2025,D21,C3,11007,1,60,18059
1/19/2025,D49,C4,12319,2,0,17117
1/19/2025,D20,C5,6578,3,60,18083
1/19/2025,D44,C6,10985,1,0,13478
1/19/2025,D35,C6,8529,2,60,15005
1/19/2025,D33,C7,8068,4,0,14181
1/19/2025,D7,C8,14521,1,0,21638
1/19/2025,D22,C9,8974,4,0,12337
1/19/2025,D2,C10,6495,2,60,14387
1/19/2025,D41,C10,13232,4,0,11828
1/19/2025,D36,C11,13788,2,40,13015
1/19/2025,D25,C11,6909,3,60,11696
1/19/2025,D50,C12,10425,1,0,15891
1/19/2025,D46,C13,13874,3,0,15036
1/19/2025,D10,C14,11851,1,60,21322
1/19/2025,D25,C14,8635,5,0,20312
1/19/2025,D24,C15,10569,0,60,19862
1/19/2025,D7,C15,9163,5,40,18848
1/19/2025,D24,C16,14991,2,40,19331
1/19/2025,D49,C16,12039,3,0,20815
1/19/2025,D28,C17,14521,2,40,19591
1/19/2025,D2,C18,6085,5,0,19657
1/19/2025,D39,C19,8299,1,60,13732
1/19/2025,D1,C20,11317,0,40,11568
1/19/2025,D19,C20,14510,4,40,18210
1/19/2025,D37,C21,6322,1,0,15106
1/19/2025,D11,C22,9019,2,40,17218
1/19/2025,D9,C22,8000,5,0,20391
1/19/2025,D5,C23,7353,5,60,19643
1/19/2025,D27,C24,14466,5,60,19987
1/19/2025,D20,C24,9662,2,60,18808
1/19/2025,D47,C25,13035,3,60,16646
1/20/2025,D30,C1,7753,1,0,17103
1/20/2025,D1,C2,13925,2,0,17922
1/20/2025,D26,C2,14223,1,0,18880
1/20/2025,D22,C3,10079,4,60,20761
1/20/2025,D28,C3,9819,3,60,19490
1/20/2025,D31,C4,8190,4,0,13725
1/20/2025,D21,C5,12367,1,0,21089
1/20/2025,D19,C5,7149,2,0,17099
1/20/2025,D25,C6,13087,3,60,12898
1/20/2025,D18,C6,11405,3,40,13285
1/20/2025,D38,C7,11838,3,0,16243
1/20/2025,D47,C8,8285,1,0,19535
1/20/2025,D19,C9,12913,1,0,20237
1/20/2025,D45,C9,7015,5,0,15677
1/20/2025,D41,C10,6988,3,60,17669
1/20/2025,D43,C11,8720,4,40,19705
1/20/2025,D10,C11,7023,3,40,13488
1/20/2025,D29,C12,9652,4,60,20223
1/20/2025,D35,C13,13393,5,60,16791
1/20/2025,D33,C13,10699,5,60,19230
1/20/2025,D45,C14,14510,2,40,18350
1/20/2025,D35,C14,8198,3,60,15757
1/20/2025,D11,C15,10258,4,60,17654
1/20/2025,D42,C15,10137,1,0,19356
1/20/2025,D28,C16,7461,3,0,16116
1/20/2025,D7,C16,13963,0,0,17020
1/20/2025,D29,C17,13295,0,0,13188
1/20/2025,D50,C18,9437,1,40,15828
1/20/2025,D44,C18,11918,2,60,20296
1/20/2025,D7,C19,8731,4,0,16112
1/20/2025,D19,C19,9534,3,60,16284
1/20/2025,D20,C20,14749,2,0,20584
1/20/2025,D22,C20,9327,0,0,20156
1/20/2025,D31,C21,7356,1,0,21811
1/20/2025,D7,C21,13832,1,60,21532
1/20/2025,D3,C22,6912,4,0,16227
1/20/2025,D46,C22,12319,3,0,16229
1/20/2025,D44,C23,9366,3,0,13515
1/20/2025,D34,C24,7572,1,0,16182
1/20/2025,D36,C25,6871,4,40,15088
1/20/2025,D28,C25,11828,2,0,15370
1/21/2025,D12,C1,11194,0,0,22045
1/21/2025,D2,C2,14922,2,60,11903
1/21/2025,D48,C2,13734,4,60,20088
1/21/2025,D1,C3,11555,2,0,17156
1/21/2025,D46,C3,12164,0,0,13087
1/21/2025,D35,C4,13381,1,0,16908
1/21/2025,D13,C5,8510,1,0,14350
1/21/2025,D30,C5,8877,2,0,17597
1/21/2025,D39,C6,10678,2,0,14172
1/21/2025,D25,C6,6519,1,0,14980
1/21/2025,D23,C7,13585,3,40,17219
1/21/2025,D30,C7,10747,5,60,19400
1/21/2025,D44,C8,13912,3,0,12493
1/21/2025,D16,C9,13858,4,60,12119
1/21/2025,D24,C10,9532,2,60,20106
1/21/2025,D27,C11,13569,3,40,16607
1/21/2025,D39,C11,11031,3,0,13310
1/21/2025,D41,C12,11337,5,0,17215
1/21/2025,D35,C12,9479,2,0,18033
1/21/2025,D19,C13,7542,0,0,17408
1/21/2025,D9,C13,11996,1,0,19498
1/21/2025,D23,C14,14214,5,60,12838
1/21/2025,D9,C15,6128,5,0,13990
1/21/2025,D13,C15,6689,2,0,12268
1/21/2025,D44,C16,7965,3,0,19159
1/21/2025,D32,C16,7416,4,0,15866
1/21/2025,D37,C17,12997,2,0,13569
1/21/2025,D3,C18,6759,5,40,12879
1/21/2025,D18,C18,14810,3,0,19856
1/21/2025,D36,C19,9057,5,0,21425
1/21/2025,D33,C19,8173,2,0,17860
1/21/2025,D49,C20,9953,1,0,12400
1/21/2025,D28,C21,14162,3,0,19923
1/21/2025,D3,C22,9988,5,0,12555
1/21/2025,D29,C22,7031,5,0,18872
1/21/2025,D8,C23,8618,3,0,15230
1/21/2025,D50,C23,11555,5,0,14710
1/21/2025,D11,C24,11963,5,60,13939
1/21/2025,D40,C24,10895,1,40,19972
1/21/2025,D37,C25,13959,1,40,17846
1/22/2025,D21,C1,9029,1,0,21547
1/22/2025,D37,C2,8031,5,0,19097
1/22/2025,D18,C2,12784,1,0,20458
1/22/2025,D18,C3,12758,3,0,14160
1/22/2025,D16,C4,14492,5,40,14004
1/22/2025,D49,C5,11703,4,0,18825
1/22/2025,D10,C6,7565,3,60,13527
1/22/2025,D37,C6,11431,5,40,19503
1/22/2025,D29,C7,8832,0,40,15364
1/22/2025,D5,C7,9198,0,0,11599
1/22/2025,D30,C8,11445,5,40,17002
1/22/2025,D32,C8,8986,3,60,14037
1/22/2025,D41,C9,7544,1,0,20640
1/22/2025,D43,C9,10106,5,0,13165
1/22/2025,D14,C10,8362,2,60,13091
1/22/2025,D28,C10,6701,3,60,22804
1/22/2025,D19,C11,7346,0,40,20650
1/22/2025,D22,C11,11025,3,0,16993
1/22/2025,D44,C12,8400,0,0,22612
1/22/2025,D49,C12,11035,4,60,18340
1/22/2025,D8,C13,14577,1,0,18752
1/22/2025,D30,C14,7126,0,0,19140
1/22/2025,D1,C14,10374,0,60,15392
1/22/2025,D11,C15,6639,0,0,20779
1/22/2025,D18,C15,13373,4,40,15343
1/22/2025,D43,C16,11522,4,0,19755
1/22/2025,D42,C16,11081,2,0,17782
1/22/2025,D28,C17,9324,0,0,21206
1/22/2025,D1,C18,14058,4,40,20189
1/22/2025,D9,C19,13684,1,60,16341
1/22/2025,D1,C20,12186,4,0,13723
1/22/2025,D45,C20,13149,3,0,15444
1/22/2025,D31,C21,10553,2,60,18561
1/22/2025,D6,C22,10392,1,0,13971
1/22/2025,D47,C22,6556,4,40,20826
1/22/2025,D20,C23,11233,3,0,20084
1/22/2025,D9,C23,6528,1,0,20443
1/22/2025,D34,C24,12904,0,60,11382
1/22/2025,D29,C25,13804,1,40,13566
1/23/2025,D27,C1,10388,5,60,18166
1/23/2025,D6,C2,12505,4,60,14329
1/23/2025,D49,C3,6223,5,0,22325
1/23/2025,D28,C4,10531,4,60,15138
1/23/2025,D21,C4,8477,1,0,12432
1/23/2025,D16,C5,13758,3,40,16281
1/23/2025,D43,C6,13722,0,40,16230
1/23/2025,D34,C7,6884,0,0,18797
1/23/2025,D19,C8,7421,0,0,15475
1/23/2025,D42,C8,13973,4,0,17545
1/23/2025,D16,C9,8194,5,0,21522
1/23/2025,D24,C10,9821,4,0,15928
1/23/2025,D25,C11,6380,4,60,17371
1/23/2025,D35,C12,9873,5,40,18327
1/23/2025,D44,C12,8161,1,0,13546
1/23/2025,D38,C13,10874,3,0,20482
1/23/2025,D14,C14,11599,2,0,13605
1/23/2025,D3,C14,6026,1,40,22265
1/23/2025,D41,C15,6297,0,40,14318
1/23/2025,D46,C15,12451,1,40,21214
1/23/2025,D41,C16,13152,1,0,12029
1/23/2025,D6,C17,8190,0,0,16828
1/23/2025,D20,C17,6469,3,0,19141
1/23/2025,D26,C18,14564,3,0,13420
1/23/2025,D38,C18,6205,4,60,20245
1/23/2025,D4,C19,7056,2,60,18221
1/23/2025,D8,C20,12917,5,60,14213
1/23/2025,D30,C20,6216,0,60,18288
1/23/2025,D1,C21,10324,5,60,12007
1/23/2025,D11,C22,10163,4,0,20398
1/23/2025,D11,C23,8514,3,0,16767
1/23/2025,D24,C23,8782,5,60,14702
1/23/2025,D22,C24,6594,1,0,14402
1/23/2025,D34,C25,6764,5,60,12894
1/23/2025,D5,C25,14747,3,0,14732
1/24/2025,D4,C1,7209,5,0,18295
1/24/2025,D32,C1,9870,3,0,18270
1/24/2025,D50,C2,10252,1,0,19553
1/24/2025,D7,C2,8748,2,0,17439
1/24/2025,D1,C3,6516,1,0,20916
1/24/2025,D24,C4,9820,1,60,18994
1/24/2025,D25,C4,14662,4,60,22513
1/24/2025,D15,C5,13877,5,0,18458
1/24/2025,D21,C5,9898,4,0,18399
1/24/2025,D5,C6,9512,0,40,12346
1/24/2025,D37,C6,6543,3,0,19006
1/24/2025,D15,C7,10425,2,60,14704
1/24/2025,D5,C8,14988,4,60,16348
1/24/2025,D30,C8,9842,4,40,20728
1/24/2025,D6,C9,9928,3,0,17659
1/24/2025,D36,C9,14895,0,40,12372
1/24/2025,D37,C10,8771,2,0,18424
1/24/2025,D20,C10,10816,1,0,21717
1/24/2025,D50,C11,10931,5,0,18547
1/24/2025,D13,C11,13974,5,60,19771
1/24/2025,D2,C12,11448,3,40,19478
1/24/2025,D15,C12,10435,0,0,17878
1/24/2025,D1,C13,13164,1,60,13288
1/24/2025,D49,C13,11147,0,40,21304
1/24/2025,D14,C14,9921,1,0,14568
1/24/2025,D32,C15,12843,1,60,20001
1/24/2025,D4,C15,12310,1,0,12268
1/24/2025,D34,C16,12026,2,0,16903
1/24/2025,D48,C17,7097,1,0,20417
1/24/2025,D6,C17,7741,3,60,15236
1/24/2025,D5,C18,14521,3,40,19628
1/24/2025,D38,C18,8581,2,60,15974
1/24/2025,D19,C19,11306,4,0,19102
1/24/2025,D45,C20,12567,5,0,13476
1/24/2025,D48,C20,14937,3,0,22071
1/24/2025,D5,C21,7204,2,40,19740
1/24/2025,D50,C22,9287,0,40,20309
1/24/2025,D7,C23,13710,5,0,16492
1/24/2025,D21,C24,14664,4,40,18510
1/24/2025,D27,C24,8144,0,0,12505
1/24/2025,D20,C25,6186,5,0,16967
1/24/2025,D30,C25,13699,5,0,16400
1/25/2025,D46,C1,9557,0,40,15287
1/25/2025,D45,C1,11863,1,0,14904
1/25/2025,D6,C2,9892,1,40,19130
1/25/2025,D26,C3,12164,4,60,18370
1/25/2025,D33,C3,14762,1,40,17043
1/25/2025,D26,C4,13419,5,0,18107
1/25/2025,D7,C5,14926,2,0,18089
1/25/2025,D8,C6,9896,0,0,20931
1/25/2025,D9,C7,11096,2,0,13304
1/25/2025,D44,C8,12891,3,0,11302
1/25/2025,D41,C8,12425,2,40,16291
1/25/2025,D2,C9,13950,3,60,17993
1/25/2025,D9,C10,8799,4,0,21509
1/25/2025,D6,C10,12797,3,40,20319
1/25/2025,D4,C11,6872,1,0,12472
1/25/2025,D11,C11,6801,3,0,17914
1/25/2025,D2,C12,12307,1,0,13792
1/25/2025,D25,C12,7849,0,0,17342
1/25/2025,D12,C13,14077,2,0,13872
1/25/2025,D10,C14,11510,5,60,20308
1/25/2025,D3,C14,7869,3,60,20381
1/25/2025,D27,C15,10786,3,60,13532
1/25/2025,D36,C15,13009,2,0,17609
1/25/2025,D9,C16,11371,4,0,14200
1/25/2025,D27,C16,7513,2,0,17662
1/25/2025,D46,C17,14310,3,60,19735
1/25/2025,D23,C17,12934,1,0,12879
1/25/2025,D18,C18,11872,1,0,18721
1/25/2025,D12,C18,8846,2,0,15430
1/25/2025,D50,C19,7089,3,0,15767
1/25/2025,D34,C20,13303,2,0,14544
1/25/2025,D23,C20,10922,3,0,20937
1/25/2025,D43,C21,14418,2,60,18037
1/25/2025,D49,C22,7837,4,0,16948
1/25/2025,D23,C23,11724,2,0,23121
1/25/2025,D12,C23,9198,1,60,15100
1/25/2025,D38,C24,10917,1,0,16181
1/25/2025,D2,C24,12982,0,0,19883
1/25/2025,D32,C25,12026,1,60,16257
1/26/2025,D32,C1,7785,2,60,18123
1/26/2025,D15,C2,13025,3,0,19161
1/26/2025,D34,C3,11588,2,0,12489
1/26/2025,D40,C4,12852,1,0,17932
1/26/2025,D13,C4,13261,4,0,19465
1/26/2025,D4,C5,11791,0,60,22904
1/26/2025,D2,C5,7266,0,0,19818
1/26/2025,D5,C6,9424,2,0,15152
1/26/2025,D24,C6,9251,1,0,15662
1/26/2025,D20,C7,8774,5,0,24237
1/26/2025,D21,C7,8117,3,0,17964
1/26/2025,D42,C8,6880,0,0,14224
1/26/2025,D21,C8,11379,2,0,19958
1/26/2025,D20,C9,14134,3,0,14954
1/26/2025,D47,C9,10549,2,40,22238
1/26/2025,D45,C10,8539,5,0,21668
1/26/2025,D12,C11,6593,1,0,11930
1/26/2025,D41,C12,14700,0,0,12580
1/26/2025,D10,C13,12224,4,40,21130
1/26/2025,D22,C13,7817,1,0,22794
1/26/2025,D11,C14,6357,5,0,21992
1/26/2025,D41,C14,8643,1,0,20239
1/26/2025,D1,C15,6284,3,0,21912
1/26/2025,D17,C15,10764,1,0,17216
1/26/2025,D17,C16,11893,5,60,13490
1/26/2025,D7,C16,12603,3,0,12873
1/26/2025,D47,C17,6478,1,0,22415
1/26/2025,D27,C17,9681,0,60,14136
1/26/2025,D35,C18,11136,3,0,15624
1/26/2025,D25,C18,7114,4,60,17540
1/26/2025,D29,C19,8334,0,0,15341
1/26/2025,D2,C20,7654,1,0,19382
1/26/2025,D21,C20,8533,0,0,21200
1/26/2025,D25,C21,10491,1,60,17259
1/26/2025,D22,C22,11895,1,0,21546
1/26/2025,D28,C23,13855,3,0,13906
1/26/2025,D11,C24,7270,0,0,17474
1/26/2025,D4,C24,10542,1,60,13149
1/26/2025,D45,C25,13385,5,0,18088
1/26/2025,D36,C25,8168,4,0,18978
1/27/2025,D16,C1,12695,0,0,13001
1/27/2025,D7,C1,10079,0,60,21232
1/27/2025,D4,C2,11104,3,40,19869
1/27/2025,D6,C3,7700,4,0,14848
1/27/2025,D19,C3,9585,3,40,16031
1/27/2025,D14,C4,13026,0,0,22016
1/27/2025,D31,C5,10676,3,40,22012
1/27/2025,D26,C6,12591,1,0,20684
1/27/2025,D31,C6,9653,1,0,23790
1/27/2025,D24,C7,9926,2,0,21148
1/27/2025,D12,C8,7897,0,0,22456
1/27/2025,D29,C8,8979,1,60,12093
1/27/2025,D15,C9,12634,3,0,13385
1/27/2025,D18,C9,13353,2,40,19437
1/27/2025,D43,C10,8326,2,60,22241
1/27/2025,D36,C11,9841,4,0,15140
1/27/2025,D35,C12,14542,1,60,15996
1/27/2025,D44,C12,11340,5,0,12287
1/27/2025,D20,C13,12632,4,60,14106
1/27/2025,D6,C13,8812,4,0,15795
1/27/2025,D49,C14,8320,4,40,24243
1/27/2025,D14,C15,8840,1,40,23797
1/27/2025,D3,C16,8587,1,0,16174
1/27/2025,D13,C17,14759,3,0,21187
1/27/2025,D41,C17,13246,5,0,13722
1/27/2025,D25,C18,13559,5,0,14518
1/27/2025,D18,C19,11786,0,60,18743
1/27/2025,D34,C19,6315,4,40,19179
1/27/2025,D27,C20,11097,0,0,16866
1/27/2025,D7,C21,10443,3,0,13965
1/27/2025,D35,C22,10549,1,0,18311
1/27/2025,D23,C22,8640,2,40,14544
1/27/2025,D37,C23,9173,5,0,19133
1/27/2025,D39,C23,7652,4,0,17765
1/27/2025,D10,C24,9737,5,60,14074
1/27/2025,D40,C24,8825,1,0,22506
1/27/2025,D45,C25,13116,3,0,14777
1/27/2025,D16,C25,13707,5,0,12463
1/28/2025,D2,C1,12765,2,0,16216
1/28/2025,D22,C1,8052,4,40,14582
1/28/2025,D45,C2,8555,4,40,12621
1/28/2025,D44,C2,11735,4,0,21599
1/28/2025,D50,C3,7871,5,0,15891
1/28/2025,D21,C3,14275,2,60,12921
1/28/2025,D29,C4,10709,4,60,12527
1/28/2025,D49,C5,6025,2,0,14310
1/28/2025,D34,C5,9301,5,0,18125
1/28/2025,D5,C6,8956,3,40,18534
1/28/2025,D50,C7,8385,0,0,18903
1/28/2025,D13,C8,11378,5,0,21831
1/28/2025,D16,C9,10882,1,60,21192
1/28/2025,D24,C10,10682,0,60,23266
1/28/2025,D24,C11,6771,2,0,20734
1/28/2025,D30,C11,14919,3,0,15166
1/28/2025,D16,C12,6567,1,60,14354
1/28/2025,D12,C13,11997,4,40,21208
1/28/2025,D31,C13,6240,1,40,21458
1/28/2025,D48,C14,9780,5,0,14341
1/28/2025,D45,C14,9390,2,0,12725
1/28/2025,D11,C15,8195,5,0,17993
1/28/2025,D42,C16,8472,2,0,17571
1/28/2025,D42,C17,11489,5,0,19237
1/28/2025,D27,C17,14787,1,0,19686
1/28/2025,D9,C18,9358,2,0,22325
1/28/2025,D42,C18,13361,0,0,16589
1/28/2025,D46,C19,12223,2,0,17465
1/28/2025,D42,C19,8765,2,60,19357
1/28/2025,D30,C20,10651,1,40,13726
1/28/2025,D17,C20,6620,0,0,19676
1/28/2025,D1,C21,10736,3,0,21769
1/28/2025,D20,C22,6178,1,40,15856
1/28/2025,D44,C22,14572,4,40,17589
1/28/2025,D41,C23,7255,3,0,20218
1/28/2025,D21,C23,14402,0,0,19435
1/28/2025,D10,C24,6992,0,0,22841
1/28/2025,D39,C25,12665,0,40,19611
1/29/2025,D47,C1,14289,0,0,18260
1/29/2025,D17,C2,10693,2,0,18067
1/29/2025,D27,C2,11134,5,0,20722
1/29/2025,D22,C3,11325,0,0,17005
1/29/2025,D43,C4,9668,5,0,18540
1/29/2025,D23,C4,8399,0,60,18954
1/29/2025,D19,C5,14914,0,40,13282
1/29/2025,D48,C6,14085,2,0,22955
1/29/2025,D42,C7,8254,5,40,12219
1/29/2025,D6,C7,14540,0,0,19511
1/29/2025,D22,C8,7690,4,60,14692
1/29/2025,D24,C8,7777,3,0,14984
1/29/2025,D4,C9,8174,4,60,18113
1/29/2025,D41,C9,11840,5,0,17278
1/29/2025,D44,C10,11028,5,60,18424
1/29/2025,D4,C11,6016,4,60,22192
1/29/2025,D10,C11,10471,2,40,12625
1/29/2025,D10,C12,8879,4,0,16837
1/29/2025,D21,C12,7248,1,0,22172
1/29/2025,D22,C13,11408,4,0,12579
1/29/2025,D41,C13,8003,1,0,15302
1/29/2025,D29,C14,11273,4,60,12989
1/29/2025,D37,C15,9734,5,40,19335
1/29/2025,D49,C16,7276,2,40,19568
1/29/2025,D50,C16,11970,1,60,13356
1/29/2025,D26,C17,14438,1,0,24277
1/29/2025,D28,C17,7097,2,60,17109
1/29/2025,D47,C18,8699,1,40,21224
1/29/2025,D49,C19,14580,2,0,16407
1/29/2025,D34,C19,6494,5,0,19915
1/29/2025,D15,C20,12002,0,40,11933
1/29/2025,D9,C21,10937,3,40,20326
1/29/2025,D7,C21,6676,3,60,21470
1/29/2025,D20,C22,7299,2,60,23756
1/29/2025,D47,C23,6188,2,60,16355
1/29/2025,D34,C23,7611,4,40,18995
1/29/2025,D32,C24,10653,2,0,17718
1/29/2025,D23,C24,12409,2,40,19909
1/29/2025,D15,C25,13510,1,60,17743
1/30/2025,D47,C1,12826,1,0,21741
1/30/2025,D24,C2,11182,5,40,17228
1/30/2025,D41,C3,10616,0,0,16914
1/30/2025,D17,C3,6387,0,0,16941
1/30/2025,D42,C4,7595,5,0,18272
1/30/2025,D45,C5,11511,5,0,16895
1/30/2025,D25,C6,10948,4,0,16106
1/30/2025,D8,C6,12932,3,40,19685
1/30/2025,D45,C7,9238,0,0,21358
1/30/2025,D27,C8,10722,4,40,16581
1/30/2025,D43,C8,10101,4,0,14533
1/30/2025,D7,C9,8397,0,0,14862
1/30/2025,D33,C9,10371,1,0,16554
1/30/2025,D32,C10,6729,1,0,22837
1/30/2025,D34,C11,13024,1,0,16428
1/30/2025,D13,C11,11087,0,0,15696
1/30/2025,D36,C12,8837,1,40,21181
1/30/2025,D22,C13,12482,2,40,18667
1/30/2025,D16,C13,10420,2,0,12897
1/30/2025,D37,C14,11591,1,60,20049
1/30/2025,D6,C15,7435,1,0,13245
1/30/2025,D17,C16,11510,5,0,18953
1/30/2025,D19,C17,13475,0,0,18425
1/30/2025,D17,C17,8088,5,0,15840
1/30/2025,D19,C18,9840,3,0,13024
1/30/2025,D48,C19,11422,4,40,16372
1/30/2025,D8,C19,7501,1,0,20294
1/30/2025,D22,C20,6569,2,60,17437
1/30/2025,D47,C21,14176,3,0,20607
1/30/2025,D6,C21,14207,2,60,23439
1/30/2025,D26,C22,13803,2,0,18179
1/30/2025,D30,C22,7120,4,40,21402
1/30/2025,D42,C23,10234,4,0,17081
1/30/2025,D11,C23,11285,0,40,14283
1/30/2025,D7,C24,7467,5,60,18187
1/30/2025,D12,C25,8417,5,40,22243
1/30/2025,D40,C25,12121,4,60,22238
1/31/2025,D31,C1,14091,2,0,15081
1/31/2025,D27,C2,7718,2,60,21621
1/31/2025,D17,C3,6320,3,0,17369
1/31/2025,D46,C4,7253,0,0,20506
1/31/2025,D34,C5,7638,2,60,14196
1/31/2025,D45,C5,6139,2,0,15649
1/31/2025,D23,C6,6568,5,0,20148
1/31/2025,D43,C6,6464,5,0,17106
1/31/2025,D42,C7,10921,0,0,14859
1/31/2025,D32,C8,14261,3,0,12104
1/31/2025,D11,C8,8998,3,40,15140
1/31/2025,D18,C9,12314,0,60,21972
1/31/2025,D4,C9,6157,2,0,17946
1/31/2025,D16,C10,12047,4,0,18069
1/31/2025,D6,C10,12122,2,0,20036
1/31/2025,D32,C11,12007,1,0,20280
1/31/2025,D32,C12,7808,1,60,19320
1/31/2025,D26,C13,12925,5,0,20348
1/31/2025,D6,C14,7285,1,60,21673
1/31/2025,D42,C15,9286,5,0,19063
1/31/2025,D24,C16,14160,3,0,13049
1/31/2025,D4,C16,7925,5,40,23620
1/31/2025,D36,C17,12043,0,60,13755
1/31/2025,D50,C17,6114,3,0,24209
1/31/2025,D8,C18,11162,5,0,20884
1/31/2025,D7,C18,10492,4,0,20244
1/31/2025,D41,C19,6036,4,60,19336
1/31/2025,D19,C19,10047,5,40,18541
1/31/2025,D11,C20,11261,1,40,18843
1/31/2025,D7,C21,9597,4,0,21429
1/31/2025,D17,C21,14896,0,0,23787
1/31/2025,D14,C22,6718,1,60,24116
1/31/2025,D30,C22,13369,4,0,23016
1/31/2025,D49,C23,14625,3,40,19814
1/31/2025,D50,C24,10880,1,0,14394
1/31/2025,D43,C25,9249,4,0,15639
1/31/2025,D38,C25,10507,4,0,22181
2/1/2025,D36,C1,6600,3,0,18441
2/1/2025,D33,C2,9169,0,0,18403
2/1/2025,D50,C2,6408,3,0,18329
2/1/2025,D7,C3,6972,1,60,15266
2/1/2025,D27,C4,14510,3,0,24167
2/1/2025,D39,C4,8463,5,40,21249
2/1/2025,D19,C5,9889,5,0,17359
2/1/2025,D29,C5,11520,0,60,21693
2/1/2025,D45,C6,6896,1,0,13942
2/1/2025,D36,C6,11685,1,0,19753
2/1/2025,D14,C7,7789,3,40,16364
2/1/2025,D44,C8,7637,2,0,14575
2/1/2025,D9,C8,11211,2,0,20612
2/1/2025,D49,C9,9776,4,0,20424
2/1/2025,D44,C10,12887,5,0,21916
2/1/2025,D48,C10,12943,4,0,22563
2/1/2025,D34,C11,11626,1,60,22243
2/1/2025,D10,C12,7981,2,0,21288
2/1/2025,D4,C12,12733,4,0,18187
2/1/2025,D19,C13,7756,3,0,21891
2/1/2025,D4,C14,10393,3,0,22189
2/1/2025,D49,C15,12134,2,0,19920
2/1/2025,D29,C16,8603,3,60,24595
